RX Date/Time,(Mission Status) Flight state [-],(Mission Status) Runtime [ms],(Mission Status) Soft enabled [-],(Mission Status) Armed [-],(Mission Status) BW connected [-],(Mission Status) Camera enabled [-],(RF status) Packet count,(RF status) RSSI [dB],(RF status) CRC error [-],(RF status) Packet delay [ms],(RF status) Selected antenna [-],(Sensor Readings) Temperature [°C],(Sensor Readings) Altitude [m],(Sensor Readings) Pressure [KPa],(Sensor Readings) Battery voltage [V],(Sensor Readings) External Temperature [°C],(GPS) GPS Time,(GPS) Longitude [°N],(GPS) Latitude [°E],(GPS) Altitude [m],(GPS) No. Sats,(Accelerometer) X [m/s^2],(Accelerometer) Y [m/s^2],(Accelerometer) Z [m/s^2],(Gyroscope) X [rad/s],(Gyroscope) Y [rad/s],(Gyroscope) Z [rad/s],(Orientation) w [-],(Orientation) x [-],(Orientation) y [-],(Orientation) z [-]
2021/05/28/ 09:46:47::745,4,673372,1,1,1,1,24320,-99,1,25,1,43.5,-8.3125,69.218002,7.97,43.5,673372,5.922696,52.394821,-8.3125,0,-1.062413,9.657433,-1.627119,-2.671925,-0.009774,-0.010996,0,-0.009774,-2.671925,-1.627119
2021/05/28/ 09:46:47::745,4,673397,1,1,1,1,24321,-101,0,25,1,41.5,-0.3125,101.986,7.96,41.5,673397,5.922696,52.394821,-0.3125,0,-0.937986,9.887143,-0.29671,-0.001222,-0.009774,-0.012217,0,-0.009774,-0.001222,-0.29671
2021/05/28/ 09:46:47::902,4,673422,1,1,1,1,24322,-101,0,25,1,41.5,-0.375,101.986,7.98,41.5,673422,5.922696,52.394821,-0.375,0,-1.014557,9.571291,-0.153141,-0.004887,-0.008552,-0.009774,0,-0.008552,-0.004887,-0.153141
2021/05/28/ 09:46:47::902,4,673447,1,1,1,1,24323,-101,0,25,1,41.5,-0.375,101.987,7.98,41.5,673447,5.922696,52.394821,-0.375,0,-1.052842,9.848858,-0.114855,-0.002443,-0.009774,-0.010996,0,-0.009774,-0.002443,-0.114855
2021/05/28/ 09:46:47::902,4,673472,1,1,1,1,24324,-100,0,25,1,41.5,-0.375,101.987,7.97,41.5,673472,5.922696,52.394821,-0.375,0,-1.11027,9.743574,-0.22014,-0.003665,-0.009774,-0.012217,0,-0.009774,-0.003665,-0.22014
2021/05/28/ 09:46:47::902,4,673497,1,1,1,1,24325,-98,0,25,1,41.5,-0.4375,101.987,7.96,41.5,673497,5.922696,52.394821,-0.4375,0,-0.928415,9.839287,-0.162712,0,-0.009774,-0.012217,0,-0.009774,0,-0.162712
2021/05/28/ 09:46:47::902,4,673522,1,1,1,1,24326,-99,1,25,1,41.5,-0.375,101.987,7.99,41.5,673522,5.922696,52.394821,-0.375,0,-1.071985,9.628718,-2.0004,-3.991394,-0.009774,-0.010996,0,-0.009774,-3.991394,-2.0004
2021/05/28/ 09:46:47::902,4,673547,1,1,1,1,24327,-101,0,25,1,41.5,-0.375,101.987,8,41.5,673547,5.922696,52.394821,-0.375,0,-0.842274,9.667004,-0.344566,-0.003665,-0.008552,-0.010996,0,-0.008552,-0.003665,-0.344566
2021/05/28/ 09:46:47::902,4,673572,1,1,1,1,24328,-101,0,25,1,41.5,-0.375,101.987,7.99,41.5,673572,5.922696,52.394821,-0.375,0,-0.918844,9.848858,-0.411565,-0.001222,-0.010996,-0.010996,0,-0.010996,-0.001222,-0.411565
2021/05/28/ 09:46:48::124,4,673597,1,1,1,1,24329,-100,0,25,1,41.5,-0.375,101.986,7.99,41.5,673597,5.922696,52.394821,-0.375,0,-1.024128,9.925428,-0.334995,-0.002443,-0.009774,-0.00733,0,-0.009774,-0.002443,-0.334995
2021/05/28/ 09:46:48::124,4,673622,1,1,1,1,24330,-99,1,25,1,41.25,-0.5,114.274002,7.98,41.25,673622,5.922696,52.394821,-0.5,0,-1.282553,9.762716,-0.239282,-0.003665,-0.00733,-0.009774,0,-0.00733,-0.003665,-0.239282
2021/05/28/ 09:46:48::124,4,673647,1,1,1,1,24331,-100,1,25,1,41.5,-0.375,101.987,7.98,41.5,673647,5.922696,52.394821,-0.375,0,-0.957129,9.676575,-0.191426,-0.006109,-0.114843,-17.024815,0,-0.114843,-0.006109,-0.191426
2021/05/28/ 09:46:48::124,4,673672,1,1,1,1,24332,-100,0,25,1,41.5,-0.375,101.986,7.98,41.5,673672,5.922696,52.394821,-0.375,0,-1.052842,9.705289,-0.258425,-0.004887,-0.010996,-0.009774,0,-0.010996,-0.004887,-0.258425
2021/05/28/ 09:46:48::124,4,673697,1,1,1,1,24333,-100,1,25,1,41.5,-0.375,101.987,7.98,41.5,673697,5.922696,52.394821,-0.375,0,-0.947558,9.705289,-0.124427,19.776152,-0.008552,-0.010996,0,-0.008552,19.776152,-0.124427
2021/05/28/ 09:46:48::124,4,673722,1,1,1,1,24334,-101,0,25,1,41.5,-0.375,101.987,7.97,41.5,673722,5.922696,52.394821,-0.375,0,-1.043271,9.638289,-0.267996,-0.004887,-0.008552,-0.012217,0,-0.008552,-0.004887,-0.267996
2021/05/28/ 09:46:48::124,4,673747,1,1,1,1,24335,-101,0,25,1,41.5,-0.3125,101.986,7.98,41.5,673747,5.922696,52.394821,-0.3125,0,-0.89013,9.762716,-0.162712,-0.006109,-0.010996,-0.012217,0,-0.010996,-0.006109,-0.162712
2021/05/28/ 09:46:48::124,4,673772,1,1,1,1,24336,-101,0,25,1,41.5,-0.375,101.987,7.98,41.5,673772,5.922696,52.394821,-0.375,0,-0.823131,9.657433,-0.258425,-0.002443,-0.012217,-0.008552,0,-0.012217,-0.002443,-0.258425
2021/05/28/ 09:46:48::125,4,673797,1,1,1,1,24337,-100,0,25,1,41.5,-0.375,101.987,7.98,41.5,673797,5.922696,52.394821,-0.375,0,-1.18684,9.934999,-0.267996,-0.006109,-0.009774,-0.012217,0,-0.009774,-0.006109,-0.267996
2021/05/28/ 09:46:48::239,4,673822,1,1,1,1,24338,-100,0,25,1,41.5,-0.3125,101.986,7.98,41.5,673822,5.922696,52.394821,-0.3125,0,-0.928415,9.79143,-0.334995,-0.004887,-0.009774,-0.009774,0,-0.009774,-0.004887,-0.334995
2021/05/28/ 09:46:48::239,4,673872,1,1,1,1,24339,-100,0,49,1,41.5,-0.375,101.987,7.98,41.5,673872,5.922696,52.394821,-0.375,0,-1.071985,9.934999,-0.258425,-0.002443,-0.009774,-0.012217,0,-0.009774,-0.002443,-0.258425
2021/05/28/ 09:46:48::239,4,673897,1,1,1,1,24340,-100,0,25,1,41.5,-0.375,101.987,7.98,41.5,673897,5.922696,52.394821,-0.375,0,-1.062413,9.753145,-0.306281,-0.001222,-0.008552,-0.009774,0,-0.008552,-0.001222,-0.306281
2021/05/28/ 09:46:48::333,4,673972,1,1,1,1,24343,-101,0,25,1,41.5,-0.3125,101.986,7.98,41.5,673972,5.922696,52.394821,-0.3125,0,-1.062413,9.887143,-0.325424,-0.009774,-0.010996,-0.009774,0,-0.010996,-0.009774,-0.325424
2021/05/28/ 09:46:48::471,4,674089,1,1,1,1,24344,-93,1,117,1,41.5,-0.375,101.986,7.99,41.5,674089,5.922696,52.394821,-0.375,0,-1.158126,9.820144,-0.114855,0,-0.009774,-0.012217,0,-0.009774,0,-0.114855
2021/05/28/ 09:46:48::471,4,674114,1,1,1,1,24345,-101,1,25,1,41.5,-0.375,101.987,7.99,41.5,674114,5.922696,52.394821,-0.375,0,-1.167697,9.284152,-0.287139,-0.004887,-0.010996,-0.010996,0,-0.010996,-0.004887,-0.287139
2021/05/28/ 09:46:48::471,4,674139,1,1,1,1,24346,-100,0,25,1,41.5,-0.3125,101.986,7.98,41.5,674139,5.922696,52.394821,-0.3125,0,-1.26341,9.676575,-0.086142,-0.002443,-0.010996,-0.009774,0,-0.010996,-0.002443,-0.086142
2021/05/28/ 09:46:48::589,4,674164,1,1,1,1,24347,-101,0,25,1,41.5,-0.3125,101.986,7.99,41.5,674164,5.922696,52.394821,-0.3125,0,-0.928415,9.801002,-0.401994,0.002443,-0.009774,-0.012217,0,-0.009774,0.002443,-0.401994
2021/05/28/ 09:46:48::589,4,674189,1,1,1,1,24348,-101,0,25,1,41.5,-0.375,101.986,7.97,41.5,674189,5.922696,52.394821,-0.375,0,-1.272982,9.839287,-0.229711,-0.003665,-0.009774,-0.010996,0,-0.009774,-0.003665,-0.229711
2021/05/28/ 09:46:48::589,4,674214,1,1,1,1,24349,-101,0,25,1,41.5,-0.375,101.987,7.98,41.5,674214,5.922696,52.394821,-0.375,0,-1.062413,9.695718,-0.392423,0,-0.009774,-0.013439,0,-0.009774,0,-0.392423
2021/05/28/ 09:46:48::590,4,674239,1,1,1,1,24350,-101,0,25,1,41.5,-0.375,101.987,7.97,41.5,674239,5.922696,52.394821,-0.375,0,-1.196411,9.762716,-0.105284,-0.003665,-0.00733,-0.010996,0,-0.00733,-0.003665,-0.105284
2021/05/28/ 09:46:48::590,4,674264,1,1,1,1,24351,-101,1,25,1,41.5,-0.375,101.986,7.99,41.5,674264,5.922696,52.394821,-0.375,0,-1.091127,9.667004,-0.105284,-0.001222,-0.012217,-0.009774,0,-0.012217,-0.001222,-0.105284
2021/05/28/ 09:46:48::641,4,674289,1,1,1,1,24352,-100,0,25,1,41.5,-0.375,101.987,7.99,41.5,674289,5.922696,52.394821,-0.375,0,-1.033699,9.638289,-0.363709,-0.002443,-0.006109,-0.009774,0,-0.006109,-0.002443,-0.363709
2021/05/28/ 09:46:48::641,4,674314,1,1,1,1,24353,-101,0,25,1,41.5,-0.375,101.987,7.99,41.5,674314,5.922696,52.394821,-0.375,0,-0.995414,9.590433,-0.334995,-0.00733,-0.008552,-0.012217,0,-0.008552,-0.00733,-0.334995
2021/05/28/ 09:46:48::668,4,674339,1,1,1,1,24354,-100,0,25,1,41.5,-0.3125,101.986,7.99,41.5,674339,5.922696,52.394821,-0.3125,0,-1.129412,9.71486,-0.181855,-0.002443,-0.009774,-0.012217,0,-0.009774,-0.002443,-0.181855
2021/05/28/ 09:46:48::741,4,674364,1,1,1,1,24355,-101,0,25,1,41.5,-0.375,101.987,7.96,41.5,674364,5.922696,52.394821,-0.375,0,-1.062413,9.724431,-0.277567,-0.003665,-0.010996,-0.010996,0,-0.010996,-0.003665,-0.277567
2021/05/28/ 09:46:48::741,4,674389,1,1,1,1,24356,-101,0,25,1,41.5,-0.375,101.987,7.96,41.5,674389,5.922696,52.394821,-0.375,0,-0.794417,9.71486,-0.239282,-0.003665,-0.008552,-0.009774,0,-0.008552,-0.003665,-0.239282
2021/05/28/ 09:46:48::741,4,674414,1,1,1,1,24357,-101,1,25,1,41.5,-0.375,101.986,7.98,41.5,674414,5.922696,52.394821,-0.375,0,-1.024128,9.695718,-0.277567,-0.006109,-0.009774,-5.016426,0,-0.009774,-0.006109,-0.277567
2021/05/28/ 09:46:48::794,4,674439,1,1,1,1,24358,-100,0,25,1,41.5,-0.3125,101.986,7.97,41.5,674439,5.922696,52.394821,-0.3125,0,-0.928415,9.762716,-0.191426,-0.001222,-0.009774,-0.010996,0,-0.009774,-0.001222,-0.191426
2021/05/28/ 09:46:48::794,4,674464,1,1,1,1,24359,-99,1,25,1,41.5,31.5625,101.987,7.98,41.5,674464,5.922696,52.394821,31.5625,0,-1.052842,9.667004,-0.172283,-0.001222,-0.00733,-0.009774,0,-0.00733,-0.001222,-0.172283
2021/05/28/ 09:46:48::864,4,674489,1,1,1,1,24360,-101,0,25,1,41.5,-0.375,101.986,7.99,41.5,674489,5.922696,52.394821,-0.375,0,-1.081556,9.734002,-0.29671,-0.001222,-0.009774,-0.013439,0,-0.009774,-0.001222,-0.29671
2021/05/28/ 09:46:48::864,4,674514,1,1,1,1,24361,-102,0,25,1,41.5,-0.375,101.986,7.97,41.5,674514,5.922696,52.394821,-0.375,0,-1.196411,9.810573,-0.248854,-0.003665,-0.009774,-0.012217,0,-0.009774,-0.003665,-0.248854
2021/05/28/ 09:46:48::914,4,674539,1,1,1,1,24362,-102,0,25,1,41.5,-0.375,101.987,7.99,41.5,674539,5.922696,52.394821,-0.375,0,-0.985843,9.753145,-0.344566,-0.006109,-0.009774,-0.010996,0,-0.009774,-0.006109,-0.344566
2021/05/28/ 09:46:48::914,4,674564,1,1,1,1,24363,-98,1,25,1,41.5,31.5625,101.987,7.97,41.5,674564,5.922696,52.394821,31.5625,0,-1.091127,9.810573,-0.200997,-0.002443,-0.008552,-0.009774,0,-0.008552,-0.002443,-0.200997
2021/05/28/ 09:46:49::021,4,674589,1,1,1,1,24364,-103,0,25,1,41.5,-0.375,101.987,7.99,41.5,674589,5.922696,52.394821,-0.375,0,-1.177269,9.71486,-0.258425,-0.001222,-0.010996,-0.010996,0,-0.010996,-0.001222,-0.258425
2021/05/28/ 09:46:49::021,4,674614,1,1,1,1,24365,-102,0,25,1,41.5,-0.375,101.986,7.98,41.5,674614,5.922696,52.394821,-0.375,0,-1.081556,9.810573,-0.277567,-0.004887,-0.009774,-0.012217,0,-0.009774,-0.004887,-0.277567
2021/05/28/ 09:46:49::021,4,674639,1,1,1,1,24366,-102,0,25,1,41.5,-0.3125,101.986,7.97,41.5,674639,5.922696,52.394821,-0.3125,0,-0.880559,9.762716,-0.181855,-0.003665,-0.008552,-0.008552,0,-0.008552,-0.003665,-0.181855
2021/05/28/ 09:46:49::021,4,674664,1,1,1,1,24367,-103,0,25,1,41.5,-0.375,101.986,7.99,41.5,674664,5.922696,52.394821,-0.375,0,-1.129412,9.753145,-0.29671,-0.001222,-0.010996,-0.012217,0,-0.010996,-0.001222,-0.29671
2021/05/28/ 09:46:49::021,4,674689,1,1,1,1,24368,-103,0,25,1,41.5,-0.4375,101.987,7.97,41.5,674689,5.922696,52.394821,-0.4375,0,-1.043271,9.877572,-0.248854,-0.003665,-0.00733,-0.009774,0,-0.00733,-0.003665,-0.248854
2021/05/28/ 09:46:49::093,4,674714,1,1,1,1,24369,-101,0,25,1,41.5,-0.375,101.987,7.99,41.5,674714,5.922696,52.394821,-0.375,0,-1.033699,9.887143,-0.210568,-0.003665,-0.009774,-0.012217,0,-0.009774,-0.003665,-0.210568
2021/05/28/ 09:46:49::093,4,674739,1,1,1,1,24370,-102,0,25,1,41.5,-0.3125,101.986,7.97,41.5,674739,5.922696,52.394821,-0.3125,0,-1.205983,9.887143,-0.105284,0.001222,-0.008552,-0.010996,0,-0.008552,0.001222,-0.105284
2021/05/28/ 09:46:49::093,4,674764,1,1,1,1,24371,-102,0,25,1,41.5,-0.375,101.986,7.98,41.5,674764,5.922696,52.394821,-0.375,0,-0.947558,9.877572,-0.277567,-0.006109,-0.012217,-0.010996,0,-0.012217,-0.006109,-0.277567
2021/05/28/ 09:46:49::174,4,674789,1,1,1,1,24372,-102,0,25,1,41.5,-0.4375,101.987,7.96,41.5,674789,5.922696,52.394821,-0.4375,0,-0.928415,9.695718,-0.181855,-0.003665,-0.010996,-0.009774,0,-0.010996,-0.003665,-0.181855
2021/05/28/ 09:46:49::282,4,674906,1,1,1,1,24373,-102,0,117,1,41.5,-0.375,101.987,7.99,41.5,674906,5.922696,52.394821,-0.375,0,-0.899701,9.705289,-0.315853,-0.006109,-0.009774,-0.008552,0,-0.009774,-0.006109,-0.315853
2021/05/28/ 09:46:49::282,4,674931,1,1,1,1,24374,-101,0,25,1,41.5,-0.375,101.987,7.98,41.5,674931,5.922696,52.394821,-0.375,0,-1.158126,9.762716,-0.133998,-0.004887,-0.00733,-0.009774,0,-0.00733,-0.004887,-0.133998
2021/05/28/ 09:46:49::282,4,674956,1,1,1,1,24375,-102,0,25,1,41.5,-0.375,101.987,7.99,41.5,674956,5.922696,52.394821,-0.375,0,-1.014557,9.877572,-0.287139,-0.006109,-0.00733,-0.010996,0,-0.00733,-0.006109,-0.287139
2021/05/28/ 09:46:49::389,4,675031,1,1,1,1,24378,-102,0,25,1,41.5,-0.3125,101.986,7.98,41.5,675031,5.922696,52.394821,-0.3125,0,-1.081556,9.887143,-0.277567,-0.002443,-0.008552,-0.012217,0,-0.008552,-0.002443,-0.277567
2021/05/28/ 09:46:49::389,4,675056,1,1,1,1,24379,-101,0,25,1,41.5,-0.3125,101.986,7.99,41.5,675056,5.922696,52.394821,-0.3125,0,-0.957129,9.781859,-0.37328,-0.002443,-0.009774,-0.012217,0,-0.009774,-0.002443,-0.37328
2021/05/28/ 09:46:49::445,4,675081,1,1,1,1,24380,-102,0,25,1,41.5,-0.3125,101.986,7.98,41.5,675081,5.922696,52.394821,-0.3125,0,-0.985843,9.877572,-0.315853,-0.002443,-0.008552,-0.009774,0,-0.008552,-0.002443,-0.315853
2021/05/28/ 09:46:49::445,4,675106,1,1,1,1,24381,-102,0,25,1,41.5,-0.3125,101.986,7.97,41.5,675106,5.922696,52.394821,-0.3125,0,-1.100698,9.877572,-0.248854,0,-0.009774,-0.012217,0,-0.009774,0,-0.248854
2021/05/28/ 09:46:49::488,4,675131,1,1,1,1,24382,-102,0,25,1,41.5,-0.375,101.986,7.97,41.5,675131,5.922696,52.394821,-0.375,0,-1.024128,9.781859,-0.306281,-0.004887,-0.009774,-0.008552,0,-0.009774,-0.004887,-0.306281
2021/05/28/ 09:46:49::488,4,675156,1,1,1,1,24383,-101,0,25,1,41.5,-0.3125,101.986,7.98,41.5,675156,5.922696,52.394821,-0.3125,0,-0.985843,9.600004,-0.354138,-0.004887,-0.009774,-0.009774,0,-0.009774,-0.004887,-0.354138
2021/05/28/ 09:46:49::560,4,675181,1,1,1,1,24384,-102,0,25,1,41.5,-0.3125,101.986,7.98,41.5,675181,5.922696,52.394821,-0.3125,0,-0.995414,9.79143,-0.124427,-0.003665,-0.009774,-0.013439,0,-0.009774,-0.003665,-0.124427
2021/05/28/ 09:46:49::709,4,675356,1,1,1,1,24385,-107,1,175,2,41.5,-0.4375,101.987,7.99,41.5,675356,5.922696,52.394821,-0.4375,0,-1.043271,9.762716,-0.287139,-0.003665,-0.166155,-0.019548,0,-0.166155,-0.003665,-0.287139
2021/05/28/ 09:46:49::709,4,675381,1,1,1,1,24386,-107,1,25,2,49.5,-0.25,102.595001,7.98,49.5,675381,5.922696,52.394821,-0.25,0,-0.794417,9.781859,-0.191426,19.765156,-0.010996,-0.010996,0,-0.010996,19.765156,-0.191426
2021/05/28/ 09:46:50::081,4,675606,1,1,1,1,24389,-97,1,25,1,41.5,767.625,101.987,7.99,41.5,675606,5.922696,52.394821,767.625,0,-1.215554,9.686146,-0.267996,-0.004887,-0.009774,-0.010996,0,-0.009774,-0.004887,-0.267996
2021/05/28/ 09:46:50::081,4,675723,1,1,1,1,24390,-97,1,117,1,41.5,-0.4375,101.987,8,41.5,675723,5.922696,52.394821,-0.4375,0,-1.148555,9.820144,-0.344566,-0.003665,-0.009774,-0.009774,0,-0.009774,-0.003665,-0.344566
2021/05/28/ 09:46:50::081,4,675748,1,1,1,1,24391,-96,0,25,1,41.5,-0.3125,101.986,7.98,41.5,675748,5.922696,52.394821,-0.3125,0,-1.196411,9.772287,-0.315853,-0.003665,-0.012217,-0.010996,0,-0.012217,-0.003665,-0.315853
2021/05/28/ 09:46:50::117,4,675773,1,1,1,1,24392,-96,0,25,1,41.5,-0.375,101.987,7.98,41.5,675773,5.922696,52.394821,-0.375,0,-1.052842,9.829716,-0.172283,-0.001222,-0.010996,-0.010996,0,-0.010996,-0.001222,-0.172283
2021/05/28/ 09:46:50::125,4,675798,1,1,1,1,24393,-96,0,25,1,41.5,-0.3125,101.986,7.98,41.5,675798,5.922696,52.394821,-0.3125,0,-0.870987,9.705289,-0.22014,-0.003665,-0.008552,-0.010996,0,-0.008552,-0.003665,-0.22014
2021/05/28/ 09:46:50::151,4,675823,1,1,1,1,24394,-95,1,25,1,40,-6.0625,94.306999,7.98,40,675823,5.922696,52.394821,-6.0625,0,-1.052842,9.695718,-0.325424,0,-0.008552,-0.008552,0,-0.008552,0,-0.325424
2021/05/28/ 09:46:50::180,4,675848,1,1,1,1,24395,-95,1,25,1,41.5,-0.375,52.014,7.98,41.5,675848,5.922696,52.394821,-0.375,0,-0.899701,9.848858,-0.181855,0.001222,-0.009774,-0.010996,0,-0.009774,0.001222,-0.181855
2021/05/28/ 09:46:50::217,4,675873,1,1,1,1,24396,-95,0,25,1,41.5,-0.375,101.987,7.97,41.5,675873,5.922696,52.394821,-0.375,0,-1.052842,9.580862,-0.287139,-0.001222,-0.008552,-0.009774,0,-0.008552,-0.001222,-0.287139
2021/05/28/ 09:46:50::252,4,675898,1,1,1,1,24397,-96,0,25,1,41.5,-0.375,101.987,7.98,41.5,675898,5.922696,52.394821,-0.375,0,-1.11027,9.724431,-0.181855,-0.002443,-0.009774,-0.010996,0,-0.009774,-0.002443,-0.181855
2021/05/28/ 09:46:50::252,4,675923,1,1,1,1,24398,-96,0,25,1,41.5,-0.375,101.987,7.97,41.5,675923,5.922696,52.394821,-0.375,0,-1.004985,9.743574,-0.133998,-0.003665,-0.00733,-0.010996,0,-0.00733,-0.003665,-0.133998
2021/05/28/ 09:46:50::297,4,675948,1,1,1,1,24399,-95,0,25,1,41.5,-0.375,101.986,7.97,41.5,675948,5.922696,52.394821,-0.375,0,-1.062413,9.810573,-0.133998,-0.001222,-0.008552,-0.012217,0,-0.008552,-0.001222,-0.133998
2021/05/28/ 09:46:50::328,4,675973,1,1,1,1,24400,-95,0,25,1,41.5,-0.4375,101.987,7.97,41.5,675973,5.922696,52.394821,-0.4375,0,-1.024128,9.695718,-0.488136,-0.001222,-0.008552,-0.010996,0,-0.008552,-0.001222,-0.488136
2021/05/28/ 09:46:50::328,4,675998,1,1,1,1,24401,-95,0,25,1,41.5,-0.375,101.987,7.96,41.5,675998,5.922696,52.394821,-0.375,0,-1.052842,9.676575,-0.287139,-0.004887,-0.009774,-0.010996,0,-0.009774,-0.004887,-0.287139
2021/05/28/ 09:46:50::361,4,676023,1,1,1,1,24402,-95,0,25,1,41.5,-0.375,101.987,7.99,41.5,676023,5.922696,52.394821,-0.375,0,-0.909273,9.686146,-0.382852,-0.004887,-0.010996,-0.009774,0,-0.010996,-0.004887,-0.382852
2021/05/28/ 09:46:50::390,4,676048,1,1,1,1,24403,-95,0,25,1,41.5,-0.375,101.987,7.97,41.5,676048,5.922696,52.394821,-0.375,0,-1.081556,9.896714,-0.229711,-0.002443,-0.008552,-0.009774,0,-0.008552,-0.002443,-0.229711
2021/05/28/ 09:46:50::399,4,676073,1,1,1,1,24404,-94,0,25,1,41.5,-0.375,101.987,7.96,41.5,676073,5.922696,52.394821,-0.375,0,-0.957129,9.820144,-0.401994,-0.003665,-0.008552,-0.008552,0,-0.008552,-0.003665,-0.401994
2021/05/28/ 09:46:50::428,4,676098,1,1,1,1,24405,-95,0,25,1,41.5,-0.3125,101.986,7.97,41.5,676098,5.922696,52.394821,-0.3125,0,-1.129412,9.868001,-0.430708,-0.004887,-0.009774,-0.010996,0,-0.009774,-0.004887,-0.430708
2021/05/28/ 09:46:50::456,4,676123,1,1,1,1,24406,-94,0,25,1,41.5,-0.375,101.987,7.99,41.5,676123,5.922696,52.394821,-0.375,0,-0.880559,9.810573,-0.258425,-0.00733,-0.008552,-0.010996,0,-0.008552,-0.00733,-0.258425
2021/05/28/ 09:46:50::486,4,676148,1,1,1,1,24407,-96,0,25,1,41.5,-0.4375,101.987,7.98,41.5,676148,5.922696,52.394821,-0.4375,0,-1.244268,9.772287,-0.200997,-0.004887,-0.010996,-0.009774,0,-0.010996,-0.004887,-0.200997
2021/05/28/ 09:46:50::517,4,676173,1,1,1,1,24408,-95,0,25,1,41.5,-0.375,101.987,7.99,41.5,676173,5.922696,52.394821,-0.375,0,-1.043271,9.810573,-0.143569,-0.001222,-0.008552,-0.010996,0,-0.008552,-0.001222,-0.143569
2021/05/28/ 09:46:50::549,4,676198,1,1,1,1,24409,-95,0,25,1,41.5,-0.375,101.987,8,41.5,676198,5.922696,52.394821,-0.375,0,-0.928415,9.781859,-0.124427,0,-0.00733,-0.009774,0,-0.00733,0,-0.124427
2021/05/28/ 09:46:50::550,4,676223,1,1,1,1,24410,-96,0,25,1,41.5,-0.3125,101.986,7.98,41.5,676223,5.922696,52.394821,-0.3125,0,-0.851845,9.781859,-0.248854,-0.002443,-0.008552,-0.010996,0,-0.008552,-0.002443,-0.248854
2021/05/28/ 09:46:50::641,4,676298,1,1,1,1,24413,-96,0,25,1,41.5,-0.375,101.986,7.99,41.5,676298,5.922696,52.394821,-0.375,0,-1.119841,9.724431,-0.22014,-0.00733,-0.008552,-0.012217,0,-0.008552,-0.00733,-0.22014
2021/05/28/ 09:46:50::674,4,676323,1,1,1,1,24414,-96,0,25,1,41.5,-0.375,101.987,7.99,41.5,676323,5.922696,52.394821,-0.375,0,-0.909273,9.810573,-0.574277,-0.002443,-0.010996,-0.009774,0,-0.010996,-0.002443,-0.574277
2021/05/28/ 09:46:50::674,4,676348,1,1,1,1,24415,-95,0,25,1,41.5,-0.3125,101.986,7.96,41.5,676348,5.922696,52.394821,-0.3125,0,-0.947558,9.695718,-0.315853,-0.006109,-0.009774,-0.008552,0,-0.009774,-0.006109,-0.315853
2021/05/28/ 09:46:50::707,4,676373,1,1,1,1,24416,-95,0,25,1,41.5,-0.375,101.986,7.96,41.5,676373,5.922696,52.394821,-0.375,0,-1.004985,9.858429,-0.354138,0,-0.009774,-0.012217,0,-0.009774,0,-0.354138
2021/05/28/ 09:46:50::756,4,676398,1,1,1,1,24417,-95,0,25,1,41.5,-0.3125,101.986,7.97,41.5,676398,5.922696,52.394821,-0.3125,0,-1.18684,9.571291,-0.191426,-0.003665,-0.010996,-0.010996,0,-0.010996,-0.003665,-0.191426
2021/05/28/ 09:46:50::756,4,676423,1,1,1,1,24418,-95,0,25,1,41.5,-0.375,101.987,7.97,41.5,676423,5.922696,52.394821,-0.375,0,-0.985843,9.839287,-0.344566,0,-0.008552,-0.010996,0,-0.008552,0,-0.344566
2021/05/28/ 09:46:50::916,4,676540,1,1,1,1,24419,-95,0,117,1,41.5,-0.375,101.986,7.99,41.5,676540,5.922696,52.394821,-0.375,0,-1.158126,9.590433,-0.287139,-0.003665,-0.00733,-0.010996,0,-0.00733,-0.003665,-0.287139
2021/05/28/ 09:46:50::916,4,676565,1,1,1,1,24420,-95,0,25,1,41.5,-0.375,101.986,7.99,41.5,676565,5.922696,52.394821,-0.375,0,-0.842274,9.734002,-0.334995,-0.004887,-0.012217,-0.008552,0,-0.012217,-0.004887,-0.334995
2021/05/28/ 09:46:50::929,4,676590,1,1,1,1,24421,-95,0,25,1,41.5,-0.3125,101.986,7.97,41.5,676590,5.922696,52.394821,-0.3125,0,-0.89013,9.571291,-0.162712,-0.003665,-0.008552,-0.010996,0,-0.008552,-0.003665,-0.162712
2021/05/28/ 09:46:50::976,4,676615,1,1,1,1,24422,-95,0,25,1,41.5,-0.4375,101.987,7.97,41.5,676615,5.922696,52.394821,-0.4375,0,-0.985843,9.772287,-0.229711,-0.003665,-0.008552,-0.010996,0,-0.008552,-0.003665,-0.229711
2021/05/28/ 09:46:50::976,4,676640,1,1,1,1,24423,-95,0,25,1,41.5,-0.375,101.987,7.99,41.5,676640,5.922696,52.394821,-0.375,0,-1.071985,9.887143,-0.07657,-0.003665,-0.009774,-0.010996,0,-0.009774,-0.003665,-0.07657
2021/05/28/ 09:46:51::022,4,676690,1,1,1,1,24424,-95,0,51,1,41.5,-0.375,101.986,7.96,41.5,676690,5.922696,52.394821,-0.375,0,-1.100698,9.915857,-0.334995,-0.003665,-0.012217,-0.010996,0,-0.012217,-0.003665,-0.334995
2021/05/28/ 09:46:51::074,4,676715,1,1,1,1,24425,-94,0,25,1,41.5,-0.4375,101.987,7.99,41.5,676715,5.922696,52.394821,-0.4375,0,-1.071985,9.762716,-0.354138,-0.002443,-0.010996,-0.009774,0,-0.010996,-0.002443,-0.354138
